Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
34,391,157,Sep 23,BOS,,BAL,"W,6-5",GS-7,,4,7.0,7,3,3,0,4,1,0,4.13,30,98,67,23,6,9,17,4,5,0,55,,,1,0,0,30,1,0,0,0,0,1,.95,0.067,1.70,0.07%,1.01, 1t start tie, 7t 3 out d1
35,392,162,Sep 28,BOS,@,TBD,"L,1-3",GS-2,,4,2.0,2,0,0,0,1,0,1,4.09,9,23,15,1,3,4,3,0,0,0,53,,,0,0,0,8,0,0,0,0,0,0,1.02,0.100,.00,0.00%,1.04, 1b start tie, 2b 3 out tie
1,393,4,Apr 8,BOS,@,BAL,"L,2-3",GS-6,,99,5.1,3,2,2,5,5,0,0,3.38,24,102,56,17,6,8,6,1,0,0,54,,,1,0,0,19,2,0,0,0,0,0,1.34,0.024,1.57,0.02%,0.74, 1b start a 1, 6b 1-- 1 out tie
2,394,9,Apr 16,BOS,,NYY,"W,6-2",GS-7,W(1-0),7,7.0,4,2,1,4,4,1,0,2.19,28,106,64,23,9,14,6,2,0,0,63,,,0,1,0,24,0,0,0,1,0,1,.92,0.220,1.05,0.15%,2.16, 1t start tie, 7t 3 out a4
3,395,14,Apr 21,BOS,@,TOR,"W,4-2",GS-7,W(2-0),4,6.2,6,2,2,2,4,0,0,2.37,27,107,69,19,13,9,12,5,3,0,56,,,0,0,0,25,4,0,0,1,0,0,1.24,0.280,1.48,0.20%,1.96, 1b start tie, 7b --- 2 out a1
4,396,20,Apr 29(1),BOS,,TBD,"W,4-0",6-7,H(1),7,2.0,2,0,0,0,2,0,0,2.14,8,29,24,6,3,4,2,0,1,0,,0,0,0,0,0,8,0,0,0,0,0,0,1.15,0.128,1.56,0.10%,1.19, 6t --- 0 out a2, 7t 3 out a3
5,397,24,May 2,BOS,@,TEX,"L,1-4",GS-7,L(2-1),2,7.0,5,2,2,0,4,1,1,2.25,27,101,64,14,11,8,14,4,4,0,63,,,0,0,0,26,1,1,0,0,0,0,.79,0.153,1.02,0.12%,2.24, 1b start tie, 7b 3 out d2
6,398,29,May 7,BOS,,KCR,"W,7-6",GS-8,,4,8.0,9,6,4,2,3,0,2,2.75,36,114,71,21,8,19,10,3,2,0,45,,,2,1,1,32,1,0,0,1,0,0,.90,-0.281,1.13,-0.21%,-1.24, 1t start tie, 8t 3 out d4
7,399,34,May 12,BOS,,CLE,"L,4-6",GS-6,L(2-2),4,6.0,8,6,6,1,6,1,1,3.64,28,91,65,17,10,8,12,1,2,0,37,,,3,0,0,25,1,1,0,0,1,0,.89,-0.221,1.14,-0.17%,-2.43, 1t start tie, 6t 3 out d5
8,400,39,May 18,BOS,@,TBD,"W,7-3",GS-7,W(3-2),5,7.0,3,1,1,2,2,0,0,3.31,26,104,71,17,7,9,13,2,3,0,67,,,2,0,0,24,0,0,0,0,0,0,1.17,0.313,1.54,0.25%,2.77, 1b start tie, 7b 3 out a6
9,401,44,May 23,BOS,,TOR,"W,7-2",GS-7,W(4-2),4,7.0,7,2,2,1,4,0,1,3.21,27,89,58,21,8,13,8,3,0,0,58,,,0,0,0,25,0,0,0,3,0,0,.84,0.238,1.15,0.20%,2.16, 1t start tie, 7t 3 out a4
10,402,49,May 29,BOS,,SEA,"L,4-5",GS-7,L(4-3),5,6.2,10,5,5,3,2,1,0,3.59,34,103,74,16,10,12,17,5,3,0,33,,,2,0,0,30,4,0,1,0,0,1,.86,-0.173,1.13,-0.14%,-1.68, 1t start tie, 7t 123 2 out d1
11,403,54,Jun 4,BOS,@,KCR,"L,2-5",GS-7,L(4-4),5,6.2,9,5,4,4,4,0,0,3.76,32,116,71,21,7,9,15,8,3,0,38,,,1,1,0,28,1,1,0,0,0,0,.66,-0.147,.91,-0.12%,-1.38, 1b start tie, 7b -2- 2 out d3
12,404,58,Jun 9,BOS,,SDP,"L,1-8",6-6,,4,1.0,2,2,0,0,0,0,0,3.71,6,19,15,3,1,3,3,1,0,0,,0,0,1,0,0,6,0,0,0,0,0,1,.75,-0.123,1.04,-0.10%,-1.41, 6t --- 0 out d2, 6t 3 out d4
13,405,61,Jun 12,BOS,,LAD,"L,5-14",GS-5,L(4-5),2,4.1,10,8,8,3,2,2,0,4.46,25,96,55,15,6,7,13,2,4,0,10,,,1,0,0,22,3,0,0,1,0,0,1.03,-0.363,1.46,-0.31%,-3.70, 1t start tie, 5t 123 1 out d3
14,406,66,Jun 18,BOS,@,SFG,"W,14-9",GS-4,,5,4.0,4,7,6,4,3,2,0,4.92,23,70,43,10,7,8,8,2,1,0,27,,,2,0,0,17,0,0,1,0,1,1,.93,-0.411,1.37,-0.36%,-4.90, 1b start tie, 4b 3 out d5
15,407,71,Jun 24,BOS,,MIN,"L,3-4",GS-8,,5,7.2,8,3,1,1,4,0,0,4.59,31,91,64,21,7,8,18,4,3,0,58,,,2,1,0,30,2,0,0,0,0,0,.94,0.055,1.54,0.05%,1.20, 1t start tie, 8t 1-3 2 out tie
16,408,76,Jun 30,BOS,@,NYY,"L,2-4",GS-7,,5,6.1,3,2,0,2,3,0,2,4.27,23,92,53,15,5,7,9,3,2,0,64,,,3,2,0,19,0,0,0,1,0,0,1.29,0.285,2.20,0.29%,2.62, 1b start a 1, 7b 1-3 1 out a2
17,409,81,Jul 6,BOS,,OAK,"W,11-0",GS-7,W(5-5),5,7.0,3,0,0,1,6,0,0,3.97,25,96,65,20,8,10,8,1,1,0,76,,,0,0,0,24,1,0,0,0,0,0,.39,0.222,.66,0.23%,4.16, 1t start tie, 7t 3 out a11
18,410,86,Jul 11,BOS,,TEX,"L,5-6",GS-7,,4,6.0,12,5,5,1,5,3,1,4.17,31,109,76,21,15,12,12,4,2,0,32,,,1,0,0,29,1,0,0,1,0,1,.82,-0.203,1.58,-0.24%,-1.78, 1t start tie, 7t 1-3 0 out d2
19,411,89,Jul 17,BOS,@,ANA,"L,3-8",GS-4,L(5-6),5,4.0,8,5,5,1,4,2,0,4.43,21,78,56,13,9,6,10,6,1,0,29,,,1,0,0,20,0,0,0,0,0,0,.73,-0.252,1.43,-0.30%,-2.82, 1b start tie, 4b 3 out d5
20,412,95,Jul 22(2),BOS,,BAL,"W,4-0",GS-7,W(6-6),4,7.0,8,0,0,0,4,0,0,4.17,28,108,79,19,9,10,14,1,5,0,65,,,0,0,0,28,0,0,0,0,0,0,.89,0.317,1.49,0.32%,4.16, 1t start tie, 7t 3 out a4
21,413,104,Aug 2,BOS,@,TBD,"W,6-3",GS-7,W(7-6),10,7.0,4,3,3,4,3,1,0,4.15,29,108,62,16,8,11,11,2,2,0,56,,,2,0,0,25,0,0,0,0,0,0,.93,0.145,1.64,0.15%,0.77, 1b start tie, 7b 3 out a3
22,414,109,Aug 8,BOS,@,DET,"W,11-9",GS-5,W(8-6),5,5.0,8,7,7,0,2,6,0,4.48,23,79,56,18,6,10,11,4,0,0,25,,,0,0,0,23,0,0,0,0,0,0,.68,-0.434,1.27,-0.48%,-4.36, 1b start tie, 5b 3 out a3
23,415,114,Aug 13,BOS,,CHW,"L,7-8",GS-7,L(8-7),4,6.1,6,6,6,1,3,2,0,4.67,26,101,70,23,6,9,13,3,4,0,39,,,0,0,0,25,2,0,0,0,0,0,.99,-0.248,2.07,-0.31%,-1.59, 1t start tie, 7t -2- 1 out d1
24,416,119,Aug 18,BOS,,TOR,"W,6-4",GS-8,W(9-7),4,8.0,5,2,2,1,5,0,1,4.53,31,103,69,22,8,14,10,0,2,0,68,,,0,0,0,28,1,1,0,1,1,1,.71,0.214,1.47,0.27%,2.76, 1t start tie, 8t 3 out a4
25,417,124,Aug 24,BOS,@,TOR,"W,5-4",GS-6,W(10-7),5,5.0,10,3,3,2,4,1,2,4.56,27,102,63,18,6,5,14,5,3,0,37,,,0,1,1,23,1,1,0,0,0,0,1.08,-0.297,2.36,-0.39%,-1.93, 1b start tie, 6b 123 0 out a2
26,418,129,Aug 29,BOS,,DET,"W,6-1",GS-8,W(11-7),4,8.0,3,1,1,1,7,1,0,4.38,28,99,72,24,12,9,11,2,5,0,78,,,0,0,1,27,1,0,0,0,0,0,.72,0.292,1.60,0.39%,3.76, 1t start tie, 8t 3 out a5
27,419,134,Sep 4,BOS,,TEX,"L,6-8",GS-7,L(11-8),5,6.0,8,8,8,2,4,2,1,4.67,29,96,67,12,16,8,14,0,4,0,26,,,0,0,0,26,1,0,0,0,0,0,.76,-0.263,1.19,-0.25%,-4.43, 1t start tie, 7t --- 0 out d7
28,420,139,Sep 9,BOS,@,SEA,"L,1-7",GS-5,L(11-9),4,4.2,7,7,2,3,2,1,2,4.64,27,102,61,16,11,6,14,3,5,0,31,,,2,0,0,22,4,0,0,0,0,1,.87,-0.223,.49,-0.08%,-4.39, 1b start tie, 5b --- 2 out d7
29,421,144,Sep 15,BOS,,TBD,"W,8-6",GS-5,,5,5.0,6,4,4,3,2,0,0,4.72,24,96,60,15,8,11,8,2,1,0,38,,,5,0,0,20,2,0,0,0,1,0,1.46,-0.114,.99,-0.05%,-1.03, 1t start tie, 5t 3 out tie
30,422,149,Sep 20,BOS,,BAL,"L,6-9",GS-5,L(11-10),4,4.1,5,8,7,5,7,1,1,4.96,24,102,56,21,12,6,5,3,0,0,25,,,2,1,0,18,1,0,1,0,0,0,.95,-0.363,.23,-0.05%,-6.03, 1t start tie, 5t 12- 1 out d6
31,423,154,Sep 25,BOS,,NYY,"W,12-5",GS-7,,4,6.1,5,5,3,2,1,1,1,4.94,27,88,56,9,8,10,13,1,6,0,46,,,0,0,0,24,2,0,0,1,0,1,1.26,-0.207,.14,-0.01%,-1.44, 1t start tie, 7t 1-- 1 out tie
32,424,159,Oct 1,BOS,@,BAL,"W,8-3",GS-6,W(12-10),5,6.0,6,2,2,2,5,0,0,4.87,26,95,58,14,8,9,10,4,1,0,55,,,0,0,0,24,0,0,0,0,0,0,1.23,0.051,.00,0.00%,1.30, 1b start tie, 6b 3 out d1
1,425,3,Apr 6,BOS,@,NYY,"W,7-3",GS-7,,99,6.2,3,2,2,2,4,2,0,2.70,24,99,60,20,9,9,9,2,0,0,62,,,0,1,0,22,0,0,0,0,0,0,.90,0.145,.92,0.09%,1.39, 1b start tie, 7b 1-- 2 out tie
2,426,7,Apr 11,BOS,,NYY,"W,8-1",GS-7,W(1-0),4,7.0,5,1,0,2,5,0,0,1.32,28,110,70,24,7,11,10,4,4,0,68,,,1,0,0,26,1,0,0,0,0,0,.64,0.186,.67,0.12%,2.85, 1t start tie, 7t 3 out a6
3,427,12,Apr 17,BOS,,TBD,"W,3-1",GS-6,W(2-0),5,6.0,4,1,1,3,5,0,0,1.37,24,100,65,18,10,7,9,2,1,0,62,,,1,0,0,21,2,0,0,1,0,0,1.18,0.241,1.32,0.16%,2.30, 1t start tie, 6t 3 out a2
4,428,17,Apr 22,BOS,@,TBD,"L,4-5",GS-6,,4,6.0,7,4,2,3,2,0,1,1.75,27,103,58,15,5,9,12,4,1,0,45,,,2,1,0,23,1,0,0,1,0,1,.94,-0.156,1.21,-0.12%,-0.89, 1b start tie, 6b 3 out d3
5,429,22,Apr 29,BOS,@,TEX,"L,2-7",GS-7,L(2-1),6,6.2,6,5,5,0,4,1,1,2.78,27,110,74,29,9,7,15,4,2,0,46,,,1,0,0,26,2,0,0,0,0,0,.98,-0.192,1.08,-0.13%,-0.43, 1b start tie, 7b -2- 2 out d2
6,430,27,May 4,BOS,@,DET,"W,4-3",GS-7,W(3-1),4,7.0,10,3,3,1,5,0,0,2.97,29,110,77,19,12,10,13,5,1,0,49,,,0,1,0,27,4,0,0,1,1,0,1.18,0.059,1.36,0.04%,0.59, 1b start tie, 7b 3 out tie
7,431,32,May 9,BOS,,OAK,"W,13-5",GS-6,W(4-1),4,6.0,7,3,3,5,2,0,0,3.18,29,102,64,20,3,8,14,1,3,0,43,,,0,1,0,24,2,0,0,0,0,0,1.02,0.026,1.29,0.02%,0.30, 1t start tie, 6t 3 out a3
8,432,37,May 15,BOS,@,SEA,"L,4-5",GS-7,L(4-2),5,7.0,11,5,5,3,4,1,0,3.61,33,104,66,18,13,10,16,4,2,0,36,,,2,0,0,30,3,0,0,1,0,0,.88,-0.137,1.14,-0.11%,-1.49, 1b start tie, 7b 3 out d1
9,433,42,May 21,BOS,,ATL,"L,5-7",GS-5,L(4-3),5,5.0,8,6,6,4,5,0,0,4.24,27,87,52,12,7,2,16,3,3,0,28,,,1,1,0,22,4,0,0,0,1,1,.95,-0.221,1.18,-0.17%,-3.25, 1t start tie, 5t 3 out d6
10,434,47,May 27,BOS,@,NYY,"L,3-6",GS-6,L(4-4),5,5.0,4,4,4,7,3,1,1,4.48,28,99,53,19,3,5,12,2,3,0,39,,,1,0,0,20,0,1,0,0,0,1,1.47,-0.200,1.97,-0.16%,-0.80, 1b start tie, 6b 1-- 0 out tie
11,435,52,Jun 1,BOS,,BAL,"L,3-9",GS-6,L(4-5),4,5.2,9,7,7,2,3,3,1,5.03,29,93,60,17,9,8,15,2,3,0,24,,,1,0,0,26,3,0,0,0,0,1,.48,-0.296,.75,-0.28%,-3.95, 1t start tie, 6t 1-- 2 out d7
12,436,57,Jun 6,BOS,@,STL,"L,1-7",GS-6,L(4-6),4,5.2,7,5,4,4,3,0,1,5.13,28,102,61,16,7,12,8,3,0,0,36,,,3,0,0,22,0,0,0,0,0,0,.81,-0.253,1.05,-0.20%,-2.37, 1b start tie, 6b 12- 2 out d4
13,437,62,Jun 12,BOS,@,CHC,"W,8-1",GS-7,W(5-6),5,7.0,4,1,1,0,3,0,0,4.80,24,86,60,15,7,12,9,2,3,0,68,,,0,0,0,24,2,0,0,1,0,0,.68,0.331,.80,0.23%,2.69, 1b start a 1, 7b 3 out a6
14,438,67,Jun 18,BOS,,PIT,"L,0-2",GS-7,,5,7.0,7,0,0,3,5,0,1,4.41,31,114,70,22,15,15,7,2,2,0,65,,,0,0,0,27,1,0,0,2,0,1,1.33,0.461,1.81,0.38%,3.85, 1t start tie, 7t 3 out tie
15,439,72,Jun 24,BOS,@,PHI,"W,8-0",GS-8,W(6-6),5,8.0,2,0,0,2,6,0,0,4.05,30,106,70,27,8,11,11,4,3,0,82,,,2,0,0,28,0,0,0,0,0,1,.65,0.259,.96,0.23%,4.26, 1b start tie, 8b 3 out a6
16,440,77,Jun 29,BOS,,CLE,"W,5-2",GS-7,W(7-6),4,7.0,5,2,2,4,3,2,0,3.94,29,115,73,20,9,6,16,3,2,0,58,,,1,0,0,25,2,0,0,1,0,0,1.10,0.117,1.76,0.11%,1.85, 1t start tie, 7t 3 out a3
17,441,82,Jul 5,BOS,@,TEX,"W,7-4",GS-8,W(8-6),5,8.0,8,4,4,1,5,1,1,3.98,34,115,75,24,10,5,22,8,3,0,54,,,0,0,0,31,3,0,0,0,1,0,.73,0.189,1.15,0.18%,0.48, 1b start a 2, 8b 3 out a3
18,442,87,Jul 10,BOS,@,BAL,"L,1-4",GS-7,L(8-7),4,7.0,9,4,4,0,4,2,0,4.05,29,91,69,12,8,7,18,5,5,0,47,,,0,0,0,28,1,0,0,1,1,0,.87,-0.112,1.68,-0.13%,-0.34, 1b start tie, 7b 3 out d3
19,443,91,Jul 17,BOS,,NYY,"L,3-5",CG,L(8-8),6,9.0,5,5,5,3,5,3,0,4.12,35,109,73,22,7,14,13,0,4,0,59,,,0,0,0,32,2,0,0,0,0,0,.46,-0.130,.96,-0.16%,-0.06, 1t start tie, 9t 3 out d4
20,444,96,Jul 22,BOS,@,CHW,"L,4-8",GS-6,L(8-9),4,5.2,9,7,7,1,2,3,0,4.42,26,98,64,14,14,7,16,4,5,0,24,,,0,0,0,25,0,0,0,0,0,0,.93,-0.242,1.58,-0.25%,-3.85, 1b start tie, 6b --- 2 out d6
21,445,101,Jul 27,BOS,@,TBD,"W,4-1",GS-8,W(9-9),4,7.1,6,1,0,3,4,0,0,4.19,30,118,81,25,8,9,14,2,4,0,65,,,0,1,0,27,0,0,0,0,0,0,1.12,0.310,1.98,0.33%,2.60, 1b start tie, 8b 1-- 1 out a2
22,446,105,Aug 2,BOS,,KCR,"W,6-4",GS-7,W(10-9),5,7.0,6,4,4,0,7,2,0,4.23,27,96,69,27,11,11,9,1,2,0,56,,,0,0,0,27,1,0,0,0,0,0,.72,-0.030,1.09,-0.03%,-0.16, 1t start tie, 7t 3 out d1
23,447,110,Aug 7,BOS,@,MIN,"W,11-7",GS-8,W(11-9),4,8.0,6,4,2,1,11,0,0,4.13,32,118,83,26,16,12,8,0,1,0,68,,,1,0,0,31,0,0,0,0,0,1,.56,0.033,.84,0.03%,0.31, 1b start a 5, 8b 3 out a7
24,448,115,Aug 13,BOS,,CHW,"W,7-4",GS-7,W(12-9),5,6.2,7,2,2,0,5,2,0,4.07,26,94,70,19,11,11,10,1,3,0,57,,,0,0,0,26,2,0,0,1,0,0,.77,0.218,.83,0.14%,1.50, 1t start tie, 7t -2- 2 out a3
25,449,119,Aug 18,BOS,@,LAA,"L,4-13",GS-5,L(12-10),4,4.1,7,6,6,4,5,1,0,4.29,24,94,58,21,7,8,7,1,0,0,26,,,1,0,0,20,1,0,2,0,0,0,.97,-0.149,1.14,-0.11%,-2.34, 1b start tie, 5b 12- 1 out d4
26,450,126,Aug 26,BOS,,DET,"W,9-8",GS-6,W(13-10),7,6.0,7,5,4,2,1,2,0,4.35,28,101,67,16,5,3,22,3,9,0,39,,,0,0,0,26,1,0,0,0,0,1,.96,-0.227,1.31,-0.19%,-1.70, 1t start tie, 6t 3 out tie
27,451,131,Aug 31,BOS,,TBD,"W,7-6",GS-8,W(14-10),4,8.0,6,5,5,1,5,3,0,4.41,30,102,72,17,14,13,11,1,3,0,54,,,0,0,0,29,1,0,0,1,0,0,.83,0.006,1.06,0.01%,-0.61, 1t start tie, 8t 3 out a2
28,452,137,Sep 6,BOS,,LAA,"W,3-2",CG,W(15-10),5,9.0,8,2,2,3,7,1,0,4.29,36,111,76,18,16,10,16,3,1,0,67,,,0,0,0,33,5,0,2,1,0,0,1.49,0.423,1.69,0.29%,2.94, 1t start tie, 9t 3 out tie
29,453,142,Sep 11,BOS,@,NYY,"L,0-1",CG(8),L(15-11),4,8.0,3,1,1,1,12,1,0,4.16,28,113,77,20,17,5,10,3,1,0,83,,,0,0,0,27,1,1,0,0,0,0,.75,0.259,1.08,0.23%,3.14, 1b start tie, 8b 3 out d1
30,454,147,Sep 16,BOS,,OAK,"W,3-2",GS-9,,4,9.0,7,2,2,1,3,0,0,4.07,33,112,77,24,5,21,8,2,2,0,67,,,0,0,0,32,1,0,0,2,0,0,1.26,0.446,2.52,0.54%,2.94, 1t start tie, 9t 3 out tie
31,455,152,Sep 21,BOS,@,TBD,"L,4-7",GS-8,,4,7.2,7,4,4,1,6,1,3,4.09,30,93,61,16,14,14,6,2,0,0,54,,,0,1,1,26,0,0,0,3,0,0,1.40,0.200,4.14,0.35%,0.91, 1b start tie, 8b 1-- 2 out a1
32,456,156,Sep 27(1),BOS,,TOR,"W,3-1",GS-7,W(16-11),5,7.0,3,1,0,1,6,0,1,3.96,26,108,74,24,11,10,8,1,3,0,74,,,0,0,0,24,0,0,0,1,0,1,.92,0.320,4.16,0.87%,2.85, 1t start tie, 7t 3 out a2
33,457,161,Oct 1,BOS,,NYY,"L,4-8",GS-5,L(16-12),3,5.0,7,7,7,0,1,3,0,4.15,22,80,65,19,3,9,12,2,3,0,26,,,0,0,0,20,1,0,0,0,2,0,.61,-0.405,3.23,-1.28%,-4.25, 1t start tie, 5t 3 out d5
1,458,2,Apr 4,BOS,@,TEX,"L,4-10",GS-4,L(0-1),99,3.2,7,7,7,3,3,1,0,17.18,22,89,55,14,9,4,12,2,3,0,19,,,1,0,0,19,1,0,0,0,0,0,.63,-0.297,.64,-0.18%,-4.24, 1b start tie, 4b 12- 2 out d6
2,459,6,Apr 9,BOS,@,BAL,"W,4-1",GS-6,W(1-1),4,6.0,5,1,0,2,4,0,2,6.52,29,93,63,15,11,13,8,2,1,0,62,,,2,0,0,25,1,0,0,0,0,1,1.39,0.230,1.72,0.17%,2.28, 1b start tie, 6b 3 out a3
3,460,11,Apr 15,BOS,,SEA,"L,0-3",CG,L(1-2),5,9.0,9,3,2,0,6,0,0,4.34,36,108,81,17,16,8,22,5,5,0,65,,,2,0,0,36,5,0,0,0,0,0,.68,0.017,.78,0.01%,2.22, 1t start tie, 9t 3 out d3
4,461,16,Apr 20,BOS,,TBD,"L,1-5",GS-8,L(1-3),4,8.0,4,3,2,2,2,1,0,3.71,30,108,67,15,5,15,11,2,0,0,64,,,1,0,0,28,1,0,0,0,0,0,.77,0.071,1.04,0.06%,1.64, 1t start tie, 8t 3 out d2
5,462,21,Apr 26,BOS,@,CLE,"L,1-7",GS-6,L(1-4),5,5.2,5,5,3,4,3,1,0,3.90,26,116,67,15,11,9,10,3,5,0,42,,,3,0,0,22,1,0,0,0,0,0,.67,-0.226,.84,-0.17%,-2.06, 1b start tie, 6b -2- 2 out d4
6,463,26,May 1,BOS,,NYY,"W,7-3",GS-7,,4,7.0,4,3,3,3,2,0,0,3.89,27,99,60,18,3,11,11,3,2,0,56,,,0,1,0,24,0,0,0,0,0,0,1.20,0.102,1.65,0.09%,1.06, 1t start tie, 7t 3 out tie
7,464,30,May 6,BOS,,BAL,"W,9-3",GS-6,W(2-4),4,6.0,7,3,3,2,3,1,1,3.97,28,99,65,21,4,6,16,4,2,0,47,,,0,0,0,25,3,0,0,0,0,0,1.00,0.115,1.35,0.09%,0.48, 1t start tie, 6t 3 out a4
8,465,34,May 11,BOS,@,NYY,"W,5-3",GS-6,W(3-4),4,6.0,6,3,3,3,9,0,0,4.03,27,106,71,14,17,6,9,2,1,0,54,,,4,0,0,24,0,1,0,0,0,0,.97,-0.023,1.53,-0.02%,0.35, 1b start tie, 6b 3 out d1
9,466,38,May 17,BOS,@,BAL,"L,3-4",GS-7,L(3-5),5,7.0,8,4,4,3,6,1,0,4.17,30,110,72,25,6,7,14,5,3,0,48,,,0,1,0,27,1,0,0,1,0,0,1.05,-0.144,1.44,-0.12%,-0.17, 1b start a 1, 7b 3 out d3
10,467,43,May 23,BOS,,NYY,"L,5-7",GS-7,L(3-6),5,6.2,6,7,6,5,5,2,0,4.57,31,114,66,17,11,10,11,3,4,0,36,,,2,1,0,26,1,0,0,0,0,0,.69,-0.199,1.11,-0.19%,-3.06, 1t start tie, 7t --- 2 out d6
11,468,48,May 28,BOS,,TBD,"W,5-4",GS-8,W(4-6),4,8.0,5,0,0,1,4,0,0,4.07,29,108,70,15,7,15,9,3,1,0,75,,,2,0,1,28,2,0,0,0,0,0,.72,0.409,1.01,0.34%,4.64, 1t start tie, 8t 3 out a5
12,469,53,Jun 3,BOS,@,DET,"L,2-6",GS-7,L(4-7),5,7.0,6,3,3,2,6,2,0,4.05,26,99,62,16,12,7,11,2,2,0,57,,,0,0,1,24,1,0,0,2,0,0,.70,-0.024,1.04,-0.02%,0.87, 1b start a 1, 7b 3 out d2
13,470,58,Jun 9,BOS,,TEX,"W,4-3",GS-7,,5,7.0,4,2,2,1,6,1,0,3.93,26,92,66,23,8,6,13,1,5,0,66,,,0,0,0,25,2,0,0,0,0,0,.94,0.308,1.31,0.26%,2.06, 1t start tie, 7t 3 out a1
14,471,64,Jun 15,BOS,@,MIN,"L,3-5",GS-6,L(4-8),5,6.0,8,4,3,2,4,1,0,3.97,27,95,60,14,7,9,12,3,1,0,44,,,0,1,0,24,1,0,0,0,1,0,.56,-0.146,.83,-0.13%,-0.75, 1b start tie, 6b 3 out d4
15,472,69,Jun 20,BOS,,WSN,"W,11-3",GS-6,W(5-8),4,6.0,4,1,1,1,4,0,1,3.82,24,103,62,18,11,8,10,2,0,0,63,,,0,0,0,22,1,0,0,0,0,0,.43,0.152,.61,0.13%,2.48, 1t start tie, 6t 3 out a7
16,473,73,Jun 26,BOS,,PHI,"W,8-7",GS-7,,5,6.0,6,3,3,2,4,0,1,3.86,26,108,69,17,10,4,15,6,3,0,50,,,1,0,0,23,1,0,0,1,0,0,1.05,0.310,1.45,0.26%,1.63, 1t start tie, 7t 123 0 out a6
17,474,78,Jul 1,BOS,@,FLA,"W,11-5",GS-6,W(6-8),4,5.2,5,3,3,1,4,0,1,3.90,26,112,67,27,5,11,9,3,2,0,50,,,1,0,0,22,1,0,0,0,1,1,.77,0.100,1.06,0.08%,-0.43, 1b start a 3, 6b 1-3 2 out a8
18,475,83,Jul 6,BOS,@,TBD,"W,12-5",GS-6,W(7-8),4,5.0,4,4,4,3,3,3,1,4.05,23,90,58,15,9,4,12,2,2,0,43,,,2,0,0,19,1,0,0,0,0,0,1.03,-0.061,1.45,-0.05%,-1.27, 1b start a 2, 6b --- 0 out a2
19,476,91,Jul 17,BOS,,KCR,"W,5-4",GS-4,,10,4.0,4,3,3,3,2,0,1,4.14,20,77,49,7,12,7,7,1,4,0,41,,,0,0,0,16,1,0,0,0,0,0,1.03,-0.107,1.60,-0.10%,-0.68, 1t start tie, 4t 3 out d3
20,477,145,Sep 13,BOS,@,BAL,"L,0-4",GS-5,L(7-9),57,5.0,10,4,3,2,2,1,0,4.19,26,78,52,14,3,6,16,8,2,0,33,,,0,0,0,24,0,0,0,1,0,0,.94,-0.133,.05,0.00%,-1.27, 1b start tie, 5b 3 out d4
21,478,151,Sep 19,BOS,,MIN,"L,3-7",GS-4,L(7-10),5,3.1,8,6,6,2,3,2,0,4.50,20,75,51,12,10,5,10,5,1,0,21,,,2,0,0,18,1,0,0,0,0,0,.65,-0.326,.04,-0.01%,-4.67, 1t start tie, 4t 12- 1 out d6
22,479,157,Sep 25,BOS,@,TOR,"L,0-5",GS-6,L(7-11),5,6.0,5,5,5,2,2,2,2,4.63,27,82,54,19,8,7,14,2,2,0,42,,,1,0,0,23,2,0,0,0,0,0,.74,-0.121,.00,0.00%,-1.68, 1b start tie, 6b 3 out d5
23,480,161,Sep 30,BOS,,BAL,"L,4-5",GS-6,,4,6.0,5,3,3,2,3,0,0,4.63,24,86,55,18,4,6,13,5,2,0,51,,,0,0,0,21,3,0,0,1,1,0,1.01,-0.002,.00,0.00%,0.48, 1t start tie, 6t 3 out d2
1,481,4,Apr 6,BOS,@,TEX,"L,0-2",GS-6,L(0-1),99,6.0,3,2,1,2,4,0,0,1.50,24,96,65,11,8,10,8,4,1,0,62,,,2,0,0,22,0,0,0,0,0,1,.77,0.047,.81,0.03%,1.34, 1b start tie, 6b 3 out d2
2,482,9,Apr 13,BOS,,LAA,"W,10-1",GS-8,W(1-1),6,7.0,5,1,1,2,3,0,0,1.38,27,82,53,18,4,7,15,2,5,0,64,,,1,0,0,25,2,0,0,0,0,0,.97,0.272,.99,0.17%,2.45, 1t start tie, 8t -2- 0 out a3
3,483,13,Apr 18,BOS,@,TOR,"W,4-1",GS-7,W(2-1),4,7.0,4,1,1,3,4,0,0,1.35,28,99,61,17,9,8,13,7,3,0,66,,,0,0,0,25,2,0,0,0,0,0,.98,0.379,1.25,0.29%,2.85, 1b start tie, 7b 3 out a3
4,484,18,Apr 23,BOS,,TOR,"L,3-7",GS-6,L(2-2),4,6.0,8,4,3,2,5,1,0,2.08,28,100,75,19,10,6,15,3,2,0,45,,,1,0,0,26,3,0,0,0,0,1,1.03,-0.174,1.37,-0.14%,-0.50, 1t start tie, 6t 3 out d2
